"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2023,"SE","FT","Data Analyst",143520,"USD",143520,"US",0,"US","M"
2023,"SE","FT","Data Engineer",140000,"USD",140000,"US",0,"US","M"
2022,"SE","FT","Data Scientist",106800,"USD",106800,"US",100,"US","M"
2023,"SE","FT","Data Scientist",134236,"USD",134236,"US",0,"US","M"
2024,"SE","FT","Data Scientist",155000,"USD",155000,"US",100,"US","M"
2023,"MI","FT","Machine Learning Engineer",170000,"USD",170000,"US",100,"US","M"
2024,"MI","FT","Data Engineer",138278,"USD",138278,"US",0,"US","M"
2022,"MI","FT","Business Data Analyst",90000,"CAD",69133,"CA",50,"CA","L"
2024,"MI","FT","Data Engineer",106500,"USD",106500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",267720,"USD",267720,"US",0,"US","M"
2024,"MI","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2024,"EN","FT","Data Analyst",77265,"USD",77265,"US",0,"US","M"
2023,"SE","FT","Data Engineer",125000,"USD",125000,"US",100,"US","M"
2024,"SE","FT","Research Scientist",180000,"USD",180000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",288000,"USD",288000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",130000,"USD",130000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",122900,"USD",122900,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",303400,"USD",303400,"US",0,"US","M"
2024,"EN","FT","Data Management Analyst",120000,"USD",120000,"US",0,"US","M"
2024,"SE","FT","Business Intelligence Analyst",138000,"USD",138000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",170000,"USD",170000,"US",100,"US","M"
2024,"SE","FT","Business Intelligence Engineer",79600,"USD",79600,"US",0,"US","L"
2023,"MI","FT","Data Engineer",158600,"USD",158600,"US",100,"US","M"
2023,"SE","FT","Data Engineer",139000,"USD",139000,"US",100,"US","M"
2022,"EN","FT","Data Scientist",180000,"USD",180000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",208000,"USD",208000,"US",100,"US","M"
2024,"EN","FT","Data Scientist",26800,"GBP",33500,"GB",0,"GB","M"
2021,"EN","FT","Business Data Analyst",50000,"EUR",59102,"LU",100,"LU","L"
2022,"EN","FT","Data Engineer",135000,"USD",135000,"US",0,"US","M"
2024,"MI","FT","Data Analyst",165500,"USD",165500,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",164000,"USD",164000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",80000,"USD",80000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",185000,"USD",185000,"US",0,"US","M"
2024,"SE","FT","Data Science Engineer",210000,"USD",210000,"US",100,"US","M"
2022,"SE","FT","Machine Learning Engineer",214000,"USD",214000,"US",100,"US","M"
2023,"SE","FT","Research Scientist",120000,"USD",120000,"US",0,"US","M"
2024,"MI","FT","Business Intelligence Analyst",125000,"USD",125000,"US",0,"US","M"
2023,"MI","FT","ML Engineer",85000,"USD",85000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",200000,"USD",200000,"US",0,"US","M"
2024,"EN","FT","Business Intelligence Analyst",86000,"USD",86000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",128250,"USD",128250,"US",0,"US","M"
2023,"SE","FT","Data Scientist",182500,"USD",182500,"US",0,"US","M"
2023,"EN","FT","Data Analyst",47840,"USD",47840,"US",0,"US","M"
2023,"SE","FT","Data Architect",185000,"USD",185000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",180500,"USD",180500,"US",0,"US","M"
2023,"EX","FT","Head of Data Science",330000,"USD",330000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",105700,"USD",105700,"US",0,"US","L"
2023,"MI","FT","ML Engineer",155000,"USD",155000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",58400,"USD",58400,"US",0,"US","M"
2022,"MI","FT","Data Engineer",70000,"USD",70000,"US",0,"US","M"
2022,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2023,"MI","FT","Data Scientist",60000,"GBP",73824,"GB",0,"GB","M"
2024,"MI","FT","Data Scientist",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",181500,"USD",181500,"US",0,"US","M"
2023,"SE","FT","Data Analyst",121700,"USD",121700,"US",0,"US","M"
2023,"SE","FT","Data Scientist",123000,"USD",123000,"US",0,"US","M"
2024,"MI","FT","Data Analyst",149000,"USD",149000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",147100,"USD",147100,"US",0,"US","M"
2023,"SE","FT","Data Analyst",65000,"USD",65000,"US",0,"US","M"
2024,"SE","FT","Data Architect",400000,"USD",400000,"US",100,"US","M"
2023,"SE","FT","BI Developer",110000,"USD",110000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",142200,"USD",142200,"US",0,"US","M"
2023,"SE","FT","Data Scientist",275300,"USD",275300,"US",100,"US","M"
2023,"MI","FT","Machine Learning Software Engineer",2000000,"INR",24322,"IN",50,"IN","L"
2023,"MI","FT","Data Scientist",73000,"USD",73000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",36000,"EUR",38868,"ES",0,"ES","M"
2023,"SE","FT","Data Engineer",170000,"USD",170000,"US",100,"US","M"
2022,"MI","FT","Data Scientist",127500,"USD",127500,"US",100,"US","M"
2023,"EX","FT","Data Engineer",110000,"USD",110000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",52800,"EUR",57007,"EE",0,"EE","M"
2023,"SE","FT","Data Analyst",100000,"USD",100000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",151000,"USD",151000,"US",0,"US","M"
2022,"MI","FT","BI Data Analyst",77000,"AUD",53368,"AU",100,"AU","M"
2023,"SE","FT","Data Engineer",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",172040,"USD",172040,"US",100,"US","M"
2023,"SE","FT","Data Engineer",241000,"USD",241000,"US",0,"US","M"
2023,"MI","FT","Analytics Engineer",150000,"USD",150000,"CA",100,"CA","M"
2024,"MI","FT","Robotics Engineer",70000,"USD",70000,"US",0,"US","M"
2022,"SE","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2023,"MI","FT","Data Analyst",130000,"USD",130000,"US",0,"US","M"
2023,"MI","FT","Insight Analyst",35000,"GBP",43064,"GB",0,"GB","M"
2023,"MI","FT","Data Scientist",123740,"USD",123740,"US",0,"US","M"
2022,"SE","FT","Data Analyst",95000,"USD",95000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",90000,"USD",90000,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",174000,"USD",174000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",134024,"USD",134024,"US",0,"US","M"
2024,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",129300,"USD",129300,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",196000,"USD",196000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",283780,"USD",283780,"US",0,"US","M"
2022,"SE","FT","Machine Learning Engineer",201000,"USD",201000,"US",100,"US","M"
2023,"MI","FT","Data Visualization Specialist",90300,"USD",90300,"US",0,"US","M"
2024,"SE","FT","Data Architect",117000,"USD",117000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",180000,"USD",180000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",153700,"USD",153700,"US",100,"US","M"
2023,"SE","FT","Data Engineer",225000,"USD",225000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",152000,"USD",152000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",156150,"USD",156150,"US",100,"US","M"
2024,"EN","FT","Data Analyst",87400,"USD",87400,"US",0,"US","M"
2023,"MI","FT","Data Engineer",75000,"GBP",92280,"GB",100,"GB","M"
2023,"EN","FT","Research Engineer",98000,"USD",98000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",300000,"USD",300000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",190000,"USD",190000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",85000,"USD",85000,"AR",100,"AR","M"
2023,"SE","FT","Applied Scientist",133500,"USD",133500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",165000,"USD",165000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",70000,"USD",70000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",165000,"USD",165000,"US",0,"US","M"
2024,"MI","FT","Analytics Engineer",172100,"USD",172100,"US",0,"US","M"
2023,"SE","FT","Data Analyst",156000,"USD",156000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",126000,"USD",126000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",127900,"USD",127900,"CA",0,"CA","M"
2023,"SE","FT","Data Analyst",130000,"USD",130000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",185800,"USD",185800,"US",100,"US","M"
2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"US","M"
2022,"EN","FT","Data Engineer",160000,"USD",160000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",162500,"USD",162500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",198200,"USD",198200,"US",100,"US","M"
2022,"MI","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",126800,"USD",126800,"US",0,"US","M"
2022,"SE","FT","Data Engineer",80000,"USD",80000,"US",100,"US","M"
2022,"MI","FT","Machine Learning Scientist",22800,"USD",22800,"EG",100,"EG","M"
2023,"SE","FT","Data Engineer",146000,"USD",146000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",283780,"USD",283780,"US",0,"US","M"
2023,"SE","FT","Data Engineer",252000,"USD",252000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",122000,"USD",122000,"CA",100,"CA","M"
2024,"SE","FT","Data Operations Specialist",206500,"USD",206500,"US",0,"US","M"
2024,"MI","FT","Prompt Engineer",215000,"USD",215000,"AU",100,"AU","M"
2024,"EN","PT","Data Analyst",45400,"USD",45400,"US",0,"US","M"
2024,"SE","FT","Analytics Engineer",105000,"USD",105000,"US",0,"US","M"
2022,"SE","FT","Data Scientist",190000,"USD",190000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",130000,"USD",130000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",144200,"USD",144200,"US",0,"US","M"
2024,"SE","FT","Data Scientist",94400,"USD",94400,"US",100,"US","M"
2023,"SE","FT","Data Scientist",104000,"USD",104000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",135000,"USD",135000,"GB",100,"GB","M"
2022,"MI","FT","Data Scientist",83000,"GBP",102200,"GB",100,"GB","M"
2023,"SE","FT","Research Engineer",176000,"USD",176000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",133800,"USD",133800,"US",0,"US","M"
2023,"SE","FT","Data Engineer",157550,"USD",157550,"US",0,"US","M"
2024,"MI","FT","Data Analyst",86078,"USD",86078,"US",0,"US","M"
2023,"SE","FT","Data Scientist",250000,"USD",250000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",172200,"USD",172200,"US",0,"US","M"
2023,"EN","FT","Data Analyst",81500,"USD",81500,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Engineer",140000,"USD",140000,"US",100,"US","M"
2022,"SE","FT","Data Analyst",110600,"USD",110600,"US",0,"US","M"
2022,"SE","FT","Data Analyst",69000,"USD",69000,"US",100,"US","M"
2024,"MI","FT","Data Science",138000,"USD",138000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",57500,"GBP",70748,"GB",0,"GB","M"
2022,"SE","FT","Data Engineer",191200,"USD",191200,"US",0,"US","M"
2022,"EN","FT","AI Research Engineer",30000,"GBP",36940,"GB",100,"GB","L"
2023,"EN","FT","Data Analyst",41419,"USD",41419,"US",100,"US","M"
2024,"SE","FT","ML Engineer",200070,"USD",200070,"CA",0,"CA","M"
2024,"MI","FT","Cloud Database Engineer",189000,"USD",189000,"US",0,"US","M"
2023,"SE","FT","Decision Scientist",140000,"GBP",172256,"GB",100,"GB","M"
2024,"EN","FT","Data Engineer",45600,"EUR",50666,"LT",0,"LT","M"
2023,"MI","FT","Data Engineer",136500,"USD",136500,"US",0,"US","M"
2024,"MI","FT","Data Scientist",117000,"USD",117000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",220000,"USD",220000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",134236,"USD",134236,"US",0,"US","M"
2023,"SE","FT","Data Engineer",160000,"USD",160000,"US",100,"US","M"
2023,"SE","FT","AI Engineer",83900,"USD",83900,"US",0,"US","M"
2024,"EN","FT","Research Analyst",150000,"USD",150000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",208049,"USD",208049,"US",0,"US","M"
2021,"EN","FT","Data Scientist",2100000,"INR",28399,"IN",100,"IN","M"
2023,"SE","FT","Data Engineer",180000,"USD",180000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",93000,"USD",93000,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",185000,"USD",185000,"US",100,"US","M"
2024,"MI","FT","Data Engineer",115000,"USD",115000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",172000,"USD",172000,"GB",100,"GB","M"
2023,"SE","FT","Machine Learning Engineer",200000,"USD",200000,"US",100,"US","M"
2023,"SE","FT","Data Strategist",242000,"USD",242000,"US",0,"US","M"
2023,"EX","FT","Data Scientist",185000,"USD",185000,"US",0,"US","M"
2023,"EN","FT","Data Scientist",63200,"USD",63200,"US",0,"US","M"
2024,"SE","FT","Data Engineer",122000,"USD",122000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",142600,"USD",142600,"US",0,"US","M"
2021,"EN","FT","Machine Learning Developer",15000,"USD",15000,"TH",100,"TH","L"
2023,"EN","FT","Data Analyst",100000,"USD",100000,"US",0,"US","M"
2022,"EN","PT","Data Analyst",34320,"USD",34320,"US",100,"US","S"
2023,"SE","FT","Data Manager",130000,"USD",130000,"US",0,"US","M"
2023,"MI","FT","Data Product Owner",70000,"GBP",86128,"GB",0,"GB","M"
2023,"SE","FT","Research Scientist",118400,"USD",118400,"US",0,"US","M"
2022,"EN","FT","AI Scientist",50000,"USD",50000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2023,"SE","FT","Research Scientist",193900,"USD",193900,"US",0,"US","M"
2023,"MI","FT","Analytics Engineer",193170,"USD",193170,"US",0,"US","M"
2023,"SE","FT","Data Science",95100,"USD",95100,"US",100,"US","M"
2024,"EX","FT","Data Science",175762,"USD",175762,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",550000,"USD",550000,"US",0,"US","M"
2023,"SE","FT","Data Quality Analyst",95000,"USD",95000,"US",0,"US","M"
2024,"EX","FT","Business Intelligence Developer",117500,"USD",117500,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",322000,"USD",322000,"US",100,"US","M"
2022,"SE","FT","Data Analyst",90320,"USD",90320,"US",100,"US","M"
2024,"MI","FT","Data Engineer",145500,"USD",145500,"US",0,"US","M"
2024,"SE","FT","Data Scientist",170700,"USD",170700,"US",0,"US","M"
2023,"MI","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",142000,"USD",142000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",140100,"USD",140100,"US",0,"US","M"
2024,"MI","FT","Data Analytics Consultant",66100,"USD",66100,"US",0,"US","M"
2022,"SE","FT","Data Engineer",132320,"USD",132320,"US",100,"US","M"
2024,"MI","FT","Business Intelligence Developer",87800,"USD",87800,"US",0,"US","M"
2022,"MI","FT","Data Engineer",80000,"USD",80000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",179000,"USD",179000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2023,"MI","FT","Prompt Engineer",56000,"EUR",60462,"DE",0,"DE","S"
2024,"SE","FT","Data Scientist",93300,"USD",93300,"US",0,"US","M"
2023,"SE","FT","Data Engineer",167580,"USD",167580,"US",0,"US","M"
2023,"MI","FT","Data Engineer",180000,"USD",180000,"US",100,"US","M"
2024,"SE","FT","Data Analyst",68400,"USD",68400,"US",0,"US","M"
2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"US","M"
2023,"MI","FT","Analytics Engineer",146100,"USD",146100,"GB",0,"GB","M"
2022,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",295490,"USD",295490,"US",0,"US","M"
2020,"EN","FT","Data Scientist",35000,"EUR",39916,"FR",0,"FR","M"
2024,"MI","FT","Business Intelligence Manager",117000,"USD",117000,"US",0,"US","M"
2024,"EN","FT","Data Engineer",138500,"USD",138500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",139700,"USD",139700,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",155000,"USD",155000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",167200,"USD",167200,"US",100,"US","M"
2024,"EN","FT","Data Engineer",138200,"USD",138200,"US",0,"US","M"
2023,"EN","FT","Business Intelligence Analyst",96412,"USD",96412,"US",0,"US","M"
2023,"MI","FT","Data Scientist",50000,"GBP",61520,"GB",100,"GB","M"
2023,"SE","FT","Data Scientist",165000,"USD",165000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",144800,"USD",144800,"US",0,"US","M"
2022,"MI","FT","Data Engineer",75000,"GBP",92350,"GB",100,"GB","M"
2024,"SE","FT","Business Intelligence",175000,"USD",175000,"US",0,"US","M"
2024,"SE","FT","Research Scientist",112000,"USD",112000,"US",0,"US","M"
2021,"EN","FT","Data Analyst",50000,"USD",50000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",208450,"USD",208450,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",140000,"USD",140000,"US",100,"US","M"
2022,"SE","FT","Data Architect",131300,"USD",131300,"US",100,"US","L"
2021,"SE","FT","Data Analyst",50000,"USD",50000,"PH",100,"PH","S"
2023,"SE","FT","Data Scientist",139000,"USD",139000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",180000,"USD",180000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",162000,"USD",162000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",162000,"USD",162000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",250000,"USD",250000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",58161,"USD",58161,"US",0,"US","M"
2022,"SE","FT","Data Analyst",90320,"USD",90320,"US",100,"US","M"
2024,"MI","FT","Analytics Engineer",153000,"USD",153000,"US",0,"US","M"
2023,"MI","FT","Research Analyst",70000,"USD",70000,"US",0,"US","M"
2023,"SE","FT","ML Engineer",174000,"USD",174000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",103000,"USD",103000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",113750,"USD",113750,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",145000,"USD",145000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",172200,"USD",172200,"US",100,"US","M"
2024,"SE","FT","Data Analyst",88052,"USD",88052,"US",100,"US","M"
2023,"EN","FT","Data Analyst",70000,"USD",70000,"US",0,"US","M"
2023,"SE","FT","Decision Scientist",185900,"USD",185900,"US",0,"US","M"
2022,"EN","FT","Machine Learning Developer",40000,"USD",40000,"PK",100,"AU","M"
2023,"SE","FT","Data Science Manager",299500,"USD",299500,"US",0,"US","M"
2024,"SE","FT","Data Manager",131200,"USD",131200,"US",100,"US","M"
2023,"SE","FT","Data Engineer",131300,"USD",131300,"US",0,"US","M"
2021,"MI","FT","Data Engineer",200000,"USD",200000,"US",100,"US","L"
2024,"MI","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2023,"MI","FT","Data Engineer",95000,"USD",95000,"US",0,"US","M"
2023,"SE","FT","AI Engineer",36000,"EUR",38868,"RO",0,"RO","M"
2023,"SE","FT","Data Analyst",110000,"USD",110000,"US",0,"US","M"
2023,"SE","FT","Data Architect",96000,"USD",96000,"US",0,"US","M"
2023,"EN","FT","Machine Learning Engineer",47840,"USD",47840,"US",0,"US","M"
2024,"SE","FT","AI Engineer",90000,"USD",90000,"AE",0,"AE","L"
2023,"SE","FT","Machine Learning Engineer",250500,"USD",250500,"US",0,"US","M"
2023,"SE","FT","AI Engineer",180000,"USD",180000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",103200,"USD",103200,"US",0,"US","M"
2023,"SE","FT","Data Scientist",100000,"USD",100000,"US",0,"US","M"
2024,"EN","FT","Data Developer",70000,"USD",70000,"US",100,"US","M"
2024,"MI","FT","Data Analytics Consultant",94625,"USD",94625,"US",100,"US","M"
2022,"SE","FT","Data Analyst",35000,"EUR",36773,"ES",0,"ES","M"
2023,"SE","FT","Data Scientist",38000,"EUR",41027,"ES",0,"ES","M"
2021,"MI","FT","Data Analyst",37456,"GBP",51519,"GB",50,"GB","L"
2023,"MI","FT","Data Engineer",102000,"USD",102000,"US",0,"US","M"
2023,"EN","FT","Research Scientist",47840,"USD",47840,"US",0,"US","M"
2023,"SE","FT","Data Manager",160667,"USD",160667,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Analyst",200000,"USD",200000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",166000,"USD",166000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",197100,"USD",197100,"US",100,"US","M"
2021,"SE","FT","Machine Learning Engineer",80000,"EUR",94564,"DE",50,"DE","L"
2024,"SE","FT","Data Architect",195000,"USD",195000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",115500,"USD",115500,"US",0,"US","M"
2024,"MI","FT","Data Scientist",164000,"USD",164000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",87000,"USD",87000,"CA",0,"CA","M"
